"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 08, 1994","88.87","89.28","89.56","88.74","-","-0.51%"
"Jul 07, 1994","89.33","89.48","89.82","89.25","-","-0.01%"
"Jul 06, 1994","89.34","89.44","89.65","88.90","-","-0.26%"
"Jul 05, 1994","89.57","90.04","90.21","89.45","-","-0.49%"
"Jul 04, 1994","90.01","90.10","90.30","89.94","-","0.10%"
"Jul 01, 1994","89.92","89.55","90.56","89.46","-","0.33%"
"Jun 30, 1994","89.62","89.56","90.13","89.44","-","0.17%"
"Jun 29, 1994","89.47","89.23","89.61","89.09","-","0.10%"
"Jun 28, 1994","89.38","89.64","89.98","89.30","-","-0.25%"
"Jun 27, 1994","89.60","89.50","89.65","89.14","-","0.00%"
"Jun 24, 1994","89.60","90.11","90.74","89.45","-","-0.84%"
"Jun 23, 1994","90.36","90.62","90.78","90.27","-","-0.17%"
"Jun 22, 1994","90.51","90.05","90.69","90.05","-","0.73%"
"Jun 21, 1994","89.85","90.48","90.77","89.78","-","-0.66%"
"Jun 20, 1994","90.45","91.14","91.22","90.40","-","-0.57%"
"Jun 17, 1994","90.97","91.90","92.16","90.93","-","-0.94%"
"Jun 16, 1994","91.83","91.90","91.97","91.62","-","0.01%"
"Jun 15, 1994","91.82","92.25","92.34","91.77","-","-0.38%"
"Jun 14, 1994","92.17","92.14","92.28","92.02","-","0.00%"
"Jun 13, 1994","92.17","92.90","92.94","92.06","-","-0.86%"
"Jun 10, 1994","92.97","93.07","93.18","92.86","-","-0.13%"
"Jun 09, 1994","93.09","93.15","93.39","93.05","-","-0.12%"
"Jun 08, 1994","93.20","93.09","93.33","93.01","-","0.13%"
"Jun 07, 1994","93.08","93.31","93.47","92.96","-","-0.33%"
"Jun 06, 1994","93.39","93.41","93.58","93.23","-","-0.03%"
"Jun 03, 1994","93.42","92.82","93.51","92.78","-","0.65%"
"Jun 02, 1994","92.82","92.45","92.90","92.44","-","0.41%"
"Jun 01, 1994","92.44","92.47","92.54","92.29","-","-0.09%"
"May 31, 1994","92.52","92.42","92.60","92.25","-","0.22%"
"May 30, 1994","92.32","92.57","92.67","92.21","-","0.00%"
"May 27, 1994","92.32","92.57","92.67","92.21","-","-0.25%"
"May 26, 1994","92.55","92.38","92.60","92.21","-","0.12%"
"May 25, 1994","92.44","92.76","92.83","92.32","-","-0.33%"
"May 24, 1994","92.75","92.33","92.82","92.25","-","0.55%"
"May 23, 1994","92.24","92.35","92.60","92.09","-","0.00%"
"May 20, 1994","92.24","92.63","92.68","92.17","-","-0.40%"
"May 19, 1994","92.61","92.52","92.67","92.40","-","0.11%"
"May 18, 1994","92.51","93.36","93.41","92.41","-","-0.86%"
"May 17, 1994","93.31","93.43","93.47","92.89","-","-0.12%"
"May 16, 1994","93.42","93.39","93.56","93.31","-","0.13%"
"May 13, 1994","93.30","93.08","93.50","92.96","-","0.20%"
"May 12, 1994","93.11","93.22","93.49","93.04","-","-0.24%"
"May 11, 1994","93.33","93.41","93.75","93.10","-","-0.18%"
"May 10, 1994","93.50","92.52","93.59","92.50","-","1.11%"
"May 09, 1994","92.47","92.86","92.88","92.41","-","-0.26%"
"May 06, 1994","92.71","93.07","93.39","92.69","-","-0.30%"
"May 05, 1994","92.99","92.47","93.32","92.46","-","0.61%"
"May 04, 1994","92.43","91.67","92.81","91.51","-","0.85%"
"May 03, 1994","91.65","92.07","92.23","91.58","-","-0.45%"
"May 02, 1994","92.06","92.57","92.57","91.93","-","-0.07%"
"Apr 29, 1994","92.12","92.49","92.65","91.71","-","-0.35%"
"Apr 28, 1994","92.44","93.15","93.23","92.43","-","-0.95%"
"Apr 27, 1994","93.33","93.66","93.81","93.22","-","0.00%"
"Apr 26, 1994","93.33","93.66","93.81","93.22","-","-0.29%"
"Apr 25, 1994","93.60","93.71","93.86","93.50","-","-0.33%"
"Apr 22, 1994","93.91","93.91","94.25","93.83","-","-0.05%"
"Apr 21, 1994","93.96","93.86","94.17","93.70","-","-0.04%"
"Apr 20, 1994","94.00","94.44","94.54","93.86","-","-0.48%"
"Apr 19, 1994","94.45","94.60","94.77","94.24","-","-0.20%"
"Apr 18, 1994","94.64","94.79","95.26","94.55","-","-0.27%"
"Apr 15, 1994","94.90","94.81","95.08","94.70","-","0.16%"
"Apr 14, 1994","94.75","94.60","94.99","94.54","-","0.21%"
"Apr 13, 1994","94.55","94.86","94.99","94.53","-","-0.37%"
"Apr 12, 1994","94.90","94.72","95.09","94.70","-","0.20%"
"Apr 11, 1994","94.71","94.83","94.93","94.49","-","-0.23%"
"Apr 08, 1994","94.93","95.13","95.15","94.79","-","-0.16%"
"Apr 07, 1994","95.08","95.13","95.27","94.82","-","-0.06%"
"Apr 06, 1994","95.14","95.21","95.27","95.02","-","-0.15%"
"Apr 05, 1994","95.28","94.41","95.33","94.22","-","1.02%"
"Apr 04, 1994","94.32","94.25","94.60","94.17","-","0.01%"
"Apr 01, 1994","94.31","93.38","94.36","93.36","-","1.34%"
"Mar 31, 1994","93.06","93.59","93.64","92.86","-","-0.51%"
"Mar 30, 1994","93.54","93.53","93.85","93.37","-","-0.20%"
"Mar 29, 1994","93.73","93.41","93.81","93.20","-","0.26%"
"Mar 28, 1994","93.49","93.54","93.76","93.41","-","-0.01%"
"Mar 25, 1994","93.50","93.65","93.78","93.27","-","-0.07%"
"Mar 24, 1994","93.57","94.09","94.33","93.47","-","-0.58%"
"Mar 23, 1994","94.12","94.34","94.51","94.08","-","-0.21%"
"Mar 22, 1994","94.32","94.41","94.55","94.03","-","-0.11%"
"Mar 21, 1994","94.42","94.72","94.91","94.40","-","-0.16%"
"Mar 18, 1994","94.57","94.35","94.73","94.31","-","0.32%"
"Mar 17, 1994","94.27","94.19","94.33","93.77","-","0.07%"
"Mar 16, 1994","94.20","94.52","94.64","94.11","-","-0.40%"
"Mar 15, 1994","94.58","94.27","94.72","94.26","-","0.37%"
"Mar 14, 1994","94.23","94.07","94.41","94.00","-","0.34%"
"Mar 11, 1994","93.91","93.91","93.98","93.52","-","0.21%"
"Mar 10, 1994","93.71","94.54","94.59","93.62","-","-1.15%"
"Mar 09, 1994","94.80","94.92","95.01","94.73","-","-0.23%"
"Mar 08, 1994","95.02","95.20","95.22","94.94","-","-0.22%"
"Mar 07, 1994","95.23","95.17","95.42","95.06","-","0.07%"
"Mar 04, 1994","95.16","94.61","95.35","94.51","-","0.68%"
"Mar 03, 1994","94.52","94.60","94.83","94.41","-","0.01%"
"Mar 02, 1994","94.51","94.83","94.94","94.12","-","-0.27%"
"Mar 01, 1994","94.77","94.61","95.00","94.27","-","0.23%"
"Feb 28, 1994","94.55","94.64","94.97","94.34","-","-0.23%"
"Feb 25, 1994","94.77","94.93","95.17","94.42","-","-0.25%"
"Feb 24, 1994","95.01","95.39","95.88","94.84","-","-0.39%"
"Feb 23, 1994","95.38","95.17","95.62","95.03","-","0.16%"
"Feb 22, 1994","95.23","95.50","95.61","95.13","-","0.67%"
"Feb 21, 1994","94.60","94.88","95.07","94.58","-","0.00%"
"Feb 18, 1994","94.60","94.88","95.07","94.58","-","-0.58%"
"Feb 17, 1994","95.15","95.13","95.45","95.00","-","-0.01%"
"Feb 16, 1994","95.16","95.36","95.48","94.88","-","-0.07%"
"Feb 15, 1994","95.23","94.94","95.55","94.84","-","0.34%"
"Feb 14, 1994","94.91","95.80","96.40","94.74","-","-1.80%"
"Feb 11, 1994","96.65","96.58","96.86","96.44","-","0.05%"
"Feb 10, 1994","96.60","96.77","97.01","96.54","-","-0.24%"
"Feb 09, 1994","96.83","96.95","96.97","96.62","-","-0.12%"
"Feb 08, 1994","96.95","96.56","97.10","96.52","-","0.32%"
"Feb 07, 1994","96.64","96.72","96.86","96.56","-","-0.11%"
"Feb 04, 1994","96.75","95.98","96.90","95.42","-","0.92%"
"Feb 03, 1994","95.87","95.65","96.08","95.36","-","0.36%"
"Feb 02, 1994","95.53","95.45","95.71","95.43","-","0.01%"
"Feb 01, 1994","95.52","95.46","95.70","95.13","-","-0.07%"
"Jan 31, 1994","95.59","95.95","96.28","95.48","-","-0.61%"
"Jan 28, 1994","96.18","95.47","96.21","95.15","-","0.76%"
"Jan 27, 1994","95.45","96.14","96.29","95.33","-","-0.73%"
"Jan 26, 1994","96.15","96.39","96.44","96.14","-","-0.36%"
"Jan 25, 1994","96.50","96.64","96.75","96.43","-","-0.04%"
"Jan 24, 1994","96.54","96.84","96.89","96.51","-","-0.18%"
"Jan 21, 1994","96.71","96.20","96.78","95.89","-","0.55%"
"Jan 20, 1994","96.18","96.54","96.68","96.11","-","-0.30%"
"Jan 19, 1994","96.47","96.42","96.49","96.23","-","0.09%"
"Jan 18, 1994","96.38","96.69","96.74","96.32","-","-0.46%"
"Jan 17, 1994","96.83","96.85","96.93","96.73","-","0.16%"
"Jan 14, 1994","96.68","96.78","97.02","96.63","-","-0.09%"
"Jan 13, 1994","96.77","96.26","96.91","96.19","-","0.56%"
"Jan 12, 1994","96.23","96.63","96.65","96.20","-","-0.48%"
"Jan 11, 1994","96.69","96.45","96.86","96.43","-","0.27%"
"Jan 10, 1994","96.43","96.04","96.50","95.95","-","0.36%"
"Jan 07, 1994","96.08","96.75","96.85","95.99","-","-0.76%"
"Jan 06, 1994","96.82","96.77","96.89","96.30","-","0.25%"
"Jan 05, 1994","96.58","96.51","96.72","96.39","-","0.03%"
"Jan 04, 1994","96.55","96.98","97.09","96.46","-","-0.43%"
"Jan 03, 1994","96.97","96.76","97.02","96.54","-","0.13%"
"Dec 31, 1993","96.84","96.67","96.85","96.55","-","0.14%"
"Dec 30, 1993","96.70","96.37","96.79","96.22","-","0.26%"
"Dec 29, 1993","96.45","95.18","96.52","95.16","-","1.38%"
"Dec 28, 1993","95.14","95.27","95.32","95.06","-","-0.10%"
"Dec 27, 1993","95.24","94.99","95.37","94.96","-","0.59%"
"Dec 24, 1993","94.68","95.15","95.23","94.67","-","0.00%"
"Dec 23, 1993","94.68","95.15","95.23","94.67","-","-0.48%"
"Dec 22, 1993","95.14","95.58","95.67","95.10","-","-0.54%"
"Dec 21, 1993","95.66","95.74","95.78","95.47","-","-0.07%"
"Dec 20, 1993","95.73","95.72","96.01","95.68","-","-0.01%"
"Dec 17, 1993","95.74","95.59","95.74","95.45","-","0.07%"
"Dec 16, 1993","95.67","96.03","96.10","95.50","-","-0.32%"
"Dec 15, 1993","95.98","95.80","96.09","95.76","-","0.18%"
"Dec 14, 1993","95.81","95.51","95.88","95.40","-","0.31%"
"Dec 13, 1993","95.51","95.05","95.56","94.88","-","0.48%"
"Dec 10, 1993","95.05","95.20","95.29","94.90","-","-0.26%"
"Dec 09, 1993","95.30","95.29","95.44","95.16","-","0.15%"
"Dec 08, 1993","95.16","95.13","95.51","95.02","-","0.05%"
"Dec 07, 1993","95.11","94.97","95.25","94.90","-","0.14%"
"Dec 06, 1993","94.98","96.01","96.04","94.94","-","-1.14%"
"Dec 03, 1993","96.08","96.48","96.48","96.03","-","-0.37%"
"Dec 02, 1993","96.44","96.47","96.53","96.27","-","-0.03%"
"Dec 01, 1993","96.47","96.21","96.50","96.08","-","0.27%"
"Nov 30, 1993","96.21","95.92","96.37","95.84","-","0.27%"
"Nov 29, 1993","95.95","96.05","96.28","95.86","-","-0.07%"
"Nov 26, 1993","96.02","95.89","96.11","95.76","-","0.44%"
"Nov 25, 1993","95.60","95.65","95.72","95.35","-","0.00%"
"Nov 24, 1993","95.60","95.65","95.72","95.35","-","-0.08%"
"Nov 23, 1993","95.68","95.76","96.15","95.44","-","-0.10%"
"Nov 22, 1993","95.78","96.03","96.20","95.56","-","-0.25%"
"Nov 19, 1993","96.02","95.70","96.20","95.67","-","0.34%"
"Nov 18, 1993","95.69","95.30","95.78","95.25","-","0.53%"
"Nov 17, 1993","95.19","95.34","95.64","95.11","-","-0.07%"
"Nov 16, 1993","95.26","95.00","95.49","94.89","-","0.33%"
"Nov 15, 1993","94.95","94.61","95.10","94.47","-","0.48%"
"Nov 12, 1993","94.50","95.01","95.33","94.41","-","-0.51%"
"Nov 11, 1993","94.98","94.84","95.07","94.75","-","0.09%"
"Nov 10, 1993","94.89","95.14","95.28","94.81","-","-0.22%"
"Nov 09, 1993","95.10","94.61","95.36","94.53","-","0.53%"
"Nov 08, 1993","94.60","94.86","94.90","94.44","-","-0.30%"
"Nov 05, 1993","94.88","95.12","95.42","94.76","-","-0.26%"
"Nov 04, 1993","95.13","94.96","95.27","94.77","-","0.13%"
"Nov 03, 1993","95.01","95.43","95.49","94.88","-","-0.45%"
"Nov 02, 1993","95.44","95.34","95.54","94.93","-","0.17%"
"Nov 01, 1993","95.28","95.19","95.47","95.09","-","0.21%"
"Oct 29, 1993","95.08","94.48","95.10","94.38","-","0.64%"
"Oct 28, 1993","94.48","94.88","95.34","94.28","-","-0.39%"
"Oct 27, 1993","94.85","94.59","94.93","94.48","-","0.15%"
"Oct 26, 1993","94.71","94.84","95.02","94.48","-","-0.11%"
"Oct 25, 1993","94.81","94.46","94.87","94.12","-","0.39%"
"Oct 22, 1993","94.44","94.19","94.54","94.05","-","0.32%"
"Oct 21, 1993","94.14","93.29","94.27","93.25","-","0.86%"
"Oct 20, 1993","93.34","93.44","93.71","93.16","-","-0.10%"
"Oct 19, 1993","93.43","93.37","93.54","93.16","-","0.07%"
"Oct 18, 1993","93.36","92.56","93.47","92.53","-","0.91%"
"Oct 15, 1993","92.52","92.38","92.67","92.27","-","0.14%"
"Oct 14, 1993","92.39","91.73","92.52","91.66","-","0.66%"
"Oct 13, 1993","91.78","91.32","91.86","91.29","-","0.50%"
"Oct 12, 1993","91.32","91.72","91.76","91.21","-","-0.43%"
"Oct 11, 1993","91.71","91.66","91.80","91.43","-","0.07%"
"Oct 08, 1993","91.65","92.35","92.43","91.48","-","-0.71%"
"Oct 07, 1993","92.31","92.28","92.45","92.14","-","0.03%"
"Oct 06, 1993","92.28","92.49","92.61","92.10","-","-0.16%"
"Oct 05, 1993","92.43","92.36","92.55","91.95","-","0.09%"
"Oct 04, 1993","92.35","92.78","93.27","92.14","-","-0.37%"
"Oct 01, 1993","92.69","92.80","93.35","92.53","-","-0.14%"
"Sep 30, 1993","92.82","91.88","92.91","91.87","-","1.01%"
"Sep 29, 1993","91.89","91.81","91.98","91.59","-","0.08%"
"Sep 28, 1993","91.82","92.32","92.55","91.71","-","-0.47%"
"Sep 27, 1993","92.25","92.65","92.67","92.14","-","-0.43%"
"Sep 24, 1993","92.65","92.82","93.32","92.62","-","-0.17%"
"Sep 23, 1993","92.81","92.38","92.99","92.23","-","0.53%"
"Sep 22, 1993","92.32","92.60","92.75","92.08","-","-0.43%"
"Sep 21, 1993","92.72","91.39","92.81","91.21","-","1.44%"
"Sep 20, 1993","91.40","91.41","91.73","91.29","-","0.00%"
"Sep 17, 1993","91.40","91.01","91.56","90.95","-","0.51%"
"Sep 16, 1993","90.94","90.56","91.37","90.31","-","0.21%"
"Sep 15, 1993","90.75","91.23","91.39","90.29","-","-0.50%"
"Sep 14, 1993","91.21","91.06","91.52","91.00","-","0.03%"
"Sep 13, 1993","91.18","90.81","91.35","90.72","-","0.42%"
"Sep 10, 1993","90.80","91.17","91.36","90.66","-","-0.27%"
"Sep 09, 1993","91.05","91.74","91.94","90.74","-","-0.73%"
"Sep 08, 1993","91.72","91.49","91.97","91.47","-","0.39%"
"Sep 07, 1993","91.36","91.60","91.96","91.17","-","-0.78%"
"Sep 06, 1993","92.08","93.23","93.45","92.05","-","0.00%"
"Sep 03, 1993","92.08","93.23","93.45","92.05","-","-1.19%"
"Sep 02, 1993","93.19","93.60","93.66","93.16","-","-0.34%"
"Sep 01, 1993","93.51","93.96","94.15","93.36","-","-0.47%"
"Aug 31, 1993","93.95","93.66","94.13","93.54","-","0.35%"
"Aug 30, 1993","93.62","93.28","93.86","93.25","-","0.34%"
"Aug 27, 1993","93.30","93.44","93.62","93.24","-","0.00%"
"Aug 26, 1993","93.30","94.01","94.19","93.21","-","-0.76%"
"Aug 25, 1993","94.01","93.62","94.39","93.57","-","0.48%"
"Aug 24, 1993","93.56","93.68","94.03","93.50","-","-0.13%"
"Aug 23, 1993","93.68","93.30","93.94","93.19","-","0.32%"
"Aug 20, 1993","93.38","93.95","94.10","93.30","-","-0.79%"
"Aug 19, 1993","94.12","93.42","94.37","93.12","-","0.79%"
"Aug 18, 1993","93.38","94.00","94.14","93.22","-","-0.64%"
"Aug 17, 1993","93.98","93.99","94.26","93.76","-","0.04%"
"Aug 16, 1993","93.94","95.16","95.19","93.82","-","-1.25%"
"Aug 13, 1993","95.13","95.34","95.47","95.03","-","-0.15%"
"Aug 12, 1993","95.27","95.22","95.64","95.10","-","0.04%"
"Aug 11, 1993","95.23","95.20","95.30","94.91","-","0.02%"
"Aug 10, 1993","95.21","94.41","95.23","94.40","-","0.88%"
"Aug 09, 1993","94.38","94.19","94.50","94.06","-","0.25%"
"Aug 06, 1993","94.14","94.48","94.85","94.08","-","-0.40%"
"Aug 05, 1993","94.52","94.28","94.77","94.28","-","0.15%"
"Aug 04, 1993","94.38","94.45","94.57","94.14","-","-0.02%"
"Aug 03, 1993","94.40","94.58","94.76","94.09","-","-0.24%"
"Aug 02, 1993","94.63","95.48","95.80","94.47","-","-0.78%"
"Jul 30, 1993","95.37","95.44","95.62","95.25","-","-0.17%"
"Jul 29, 1993","95.53","94.45","95.54","94.34","-","1.15%"
"Jul 28, 1993","94.44","94.92","94.98","94.30","-","-0.46%"
"Jul 27, 1993","94.88","94.75","94.93","94.65","-","0.13%"
"Jul 26, 1993","94.76","94.57","94.98","94.55","-","0.20%"
"Jul 23, 1993","94.57","94.07","94.80","93.90","-","0.62%"
"Jul 22, 1993","93.99","93.93","94.43","93.83","-","0.02%"
"Jul 21, 1993","93.97","93.98","94.14","93.75","-","-0.05%"
"Jul 20, 1993","94.02","94.19","94.54","93.97","-","-0.21%"
"Jul 19, 1993","94.22","94.66","94.69","94.11","-","-0.40%"
"Jul 16, 1993","94.60","94.89","95.36","94.58","-","-0.27%"
"Jul 15, 1993","94.86","94.43","95.05","94.27","-","0.40%"
"Jul 14, 1993","94.48","94.54","95.10","94.35","-","-0.13%"
"Jul 13, 1993","94.60","95.23","95.38","94.53","-","-0.69%"
"Jul 12, 1993","95.26","95.06","95.61","94.88","-","0.29%"
"Jul 09, 1993","94.98","93.99","95.09","93.91","-","1.04%"
"Jul 08, 1993","94.00","93.89","94.34","93.62","-","0.00%"
"Jul 07, 1993","94.00","93.88","94.06","93.37","-","0.18%"
"Jul 06, 1993","93.83","93.55","93.94","93.43","-","0.37%"
"Jul 05, 1993","93.48","93.19","93.64","92.82","-","0.00%"
"Jul 02, 1993","93.48","93.19","93.64","92.82","-","0.31%"
"Jul 01, 1993","93.19","93.70","94.11","93.09","-","-0.47%"
"Jun 30, 1993","93.63","92.93","93.74","92.66","-","0.85%"
"Jun 29, 1993","92.84","93.37","93.60","92.83","-","-0.61%"
"Jun 28, 1993","93.41","93.59","94.03","93.28","-","-0.15%"
"Jun 25, 1993","93.55","94.14","94.15","93.19","-","-0.56%"
"Jun 24, 1993","94.08","93.45","94.09","93.45","-","0.64%"
"Jun 23, 1993","93.48","93.74","94.12","93.31","-","-0.30%"
"Jun 22, 1993","93.76","92.92","93.96","92.92","-","0.43%"
"Jun 21, 1993","93.36","92.92","93.72","92.88","-","0.46%"
"Jun 18, 1993","92.93","91.80","93.11","91.68","-","1.25%"
"Jun 17, 1993","91.78","91.69","91.99","91.44","-","0.05%"
"Jun 16, 1993","91.73","91.11","91.92","90.99","-","0.72%"
"Jun 15, 1993","91.07","90.28","91.15","90.11","-","0.85%"
"Jun 14, 1993","90.30","90.41","90.44","90.01","-","-0.15%"
"Jun 11, 1993","90.44","90.43","90.70","90.04","-","0.00%"
"Jun 10, 1993","90.44","90.88","91.01","90.42","-","-0.43%"
"Jun 09, 1993","90.83","90.45","91.06","90.37","-","0.43%"
"Jun 08, 1993","90.44","90.40","90.57","90.19","-","0.02%"
"Jun 07, 1993","90.42","90.76","90.81","90.33","-","-0.36%"
"Jun 04, 1993","90.75","89.31","90.84","89.30","-","1.60%"
"Jun 03, 1993","89.32","89.41","89.70","89.32","-","-0.09%"
"Jun 02, 1993","89.40","88.85","89.55","88.85","-","0.43%"
"Jun 01, 1993","89.02","89.10","89.36","88.94","-","-0.07%"
"May 31, 1993","89.08","89.05","89.21","89.03","-","0.13%"
"May 28, 1993","88.96","89.51","89.62","88.89","-","-0.63%"
"May 27, 1993","89.52","90.50","90.59","89.44","-","-1.07%"
"May 26, 1993","90.49","90.62","90.75","90.33","-","-0.14%"
"May 25, 1993","90.62","91.04","91.14","90.49","-","-0.46%"
"May 24, 1993","91.04","90.77","91.38","90.71","-","0.37%"
"May 21, 1993","90.70","90.37","90.89","90.28","-","0.34%"
"May 20, 1993","90.39","90.65","90.77","90.15","-","-0.30%"
"May 19, 1993","90.66","90.89","91.02","90.39","-","-0.26%"
"May 18, 1993","90.90","90.65","91.23","90.62","-","0.29%"
"May 17, 1993","90.64","90.19","90.77","90.10","-","0.52%"
"May 14, 1993","90.17","90.95","91.00","90.11","-","-0.84%"
"May 13, 1993","90.93","90.56","90.97","90.55","-","0.39%"
"May 12, 1993","90.58","90.54","90.96","90.45","-","0.08%"
"May 11, 1993","90.51","90.49","90.78","90.33","-","-0.01%"
"May 10, 1993","90.52","89.27","90.55","89.17","-","1.45%"
"May 07, 1993","89.23","88.76","89.26","88.53","-","0.52%"
"May 06, 1993","88.77","89.11","89.32","88.74","-","-0.38%"
"May 05, 1993","89.11","88.95","89.27","88.80","-","0.12%"
"May 04, 1993","89.00","89.36","89.38","88.82","-","-0.36%"
"May 03, 1993","89.32","89.49","89.90","89.29","-","-0.19%"
"Apr 30, 1993","89.49","89.29","89.73","89.15","-","0.27%"
"Apr 29, 1993","89.25","89.33","89.53","88.90","-","-0.02%"
"Apr 28, 1993","89.27","89.64","90.01","89.26","-","-0.38%"
"Apr 27, 1993","89.61","88.66","89.61","88.46","-","1.24%"
"Apr 26, 1993","88.51","89.30","89.31","88.37","-","-0.97%"
"Apr 23, 1993","89.38","89.81","90.10","89.11","-","-0.45%"
"Apr 22, 1993","89.78","90.32","90.74","89.78","-","-0.60%"
"Apr 21, 1993","90.32","90.18","90.68","90.00","-","0.16%"
"Apr 20, 1993","90.18","90.42","90.52","89.67","-","-0.19%"
"Apr 19, 1993","90.35","91.24","91.28","90.29","-","-1.05%"
"Apr 16, 1993","91.31","90.97","91.39","90.77","-","0.40%"
"Apr 15, 1993","90.95","90.51","91.02","90.44","-","0.50%"
"Apr 14, 1993","90.50","89.98","90.62","89.95","-","0.59%"
"Apr 13, 1993","89.97","90.67","90.85","89.84","-","-0.77%"
"Apr 12, 1993","90.67","91.00","91.23","90.56","-","-0.60%"
"Apr 09, 1993","91.22","91.25","91.37","91.18","-","-0.04%"
"Apr 08, 1993","91.26","91.92","92.04","91.13","-","-0.76%"
"Apr 07, 1993","91.96","91.78","92.10","91.56","-","0.26%"
"Apr 06, 1993","91.72","91.21","91.92","91.19","-","0.56%"
"Apr 05, 1993","91.21","91.34","91.61","91.13","-","-0.18%"
"Apr 02, 1993","91.37","91.15","92.06","90.78","-","0.30%"
"Apr 01, 1993","91.10","91.96","92.31","90.99","-","-0.84%"
"Mar 31, 1993","91.87","92.45","92.52","91.79","-","-0.63%"
"Mar 30, 1993","92.45","92.76","93.08","92.45","-","-0.36%"
"Mar 29, 1993","92.78","92.86","93.09","92.66","-","-0.16%"
"Mar 26, 1993","92.93","93.48","93.56","92.74","-","-0.63%"
"Mar 25, 1993","93.52","93.26","93.58","93.03","-","0.25%"
"Mar 24, 1993","93.29","92.74","93.38","92.55","-","0.60%"
"Mar 23, 1993","92.73","92.89","92.96","92.61","-","-0.20%"
"Mar 22, 1993","92.92","93.11","93.38","92.66","-","0.03%"
"Mar 19, 1993","92.89","93.18","93.31","92.54","-","-0.31%"
"Mar 18, 1993","93.18","94.22","94.46","93.10","-","-1.10%"
"Mar 17, 1993","94.22","94.27","94.43","94.09","-","-0.08%"
"Mar 16, 1993","94.30","94.41","94.56","94.00","-","-0.22%"
"Mar 15, 1993","94.51","94.59","94.77","94.40","-","0.01%"
"Mar 12, 1993","94.50","94.31","94.65","94.19","-","0.15%"
"Mar 11, 1993","94.36","94.33","94.80","94.18","-","0.07%"
"Mar 10, 1993","94.29","94.39","94.67","94.26","-","-0.10%"
"Mar 09, 1993","94.38","93.96","94.57","93.84","-","0.38%"
"Mar 08, 1993","94.02","94.31","94.44","93.83","-","-0.30%"
